
사업자_기본정보(주유소)

기준 : 일간(20170202) 영업중인 업체
고유번호,지역,상호,상표,주소,전화번호,셀프여부
A0001214,서울 강남구,금성,SK에너지,서울 강남구 테헤란로 619 (삼성동),02-508-6572,일반,
A0001217,서울 강남구,(주)소모에너지엔테크놀러지쎈트럴주유소,GS칼텍스,서울 강남구 삼성로 335 (대치동),02-565-0267,일반,
A0009842,서울 강남구,동일석유(주)직영남부주유소,SK에너지,서울 강남구 선릉로 34 (개포동),02-576-7447,일반,
A0001199,서울 강남구,삼성로 주유소,GS칼텍스,서울특별시 강남구  삼성로 563 (삼성동),02-538-5138,일반,
A0001216,서울 강남구,오천주유소,SK에너지,서울 강남구 봉은사로 503 (삼성동),02-545-2822,일반,
A0001220,서울 강남구,삼성주유소,SK에너지,서울 강남구 삼성로 521 (삼성동),02-538-0809,일반,
A0009708,서울 강남구,주성주유소,GS칼텍스,서울특별시 강남구  영동대로 716 (청담동),02-518-3460,일반,
A0000525,서울 강남구,삼보주유소,GS칼텍스,서울 강남구 봉은사로 433 (삼성동),02-518-5141,일반,
A0001224,서울 강남구,세진에너지 개포주유소,GS칼텍스,서울 강남구 양재대로 339 (개포동),02-573-9031,일반,
A0009718,서울 강남구,동우주유소,SK에너지,서울특별시 강남구  봉은사로 311 (논현동),02-542-6726,일반,
A0010236,서울 강남구,sk네트웍스(주)진달래주유소,SK에너지,서울특별시 강남구  도곡로 208 (도곡동),02-3462-0018,일반,
A0010229,서울 강남구,현대오일뱅크(주)유진주유소,현대오일뱅크,서울 강남구 논현로 152 (도곡동),02-3462-5215,일반,
A0001176,서울 강남구,경원주유소,S-OIL,서울 강남구 도산대로 428 (청담동),02-517-1957,일반,
A0009738,서울 강남구, 현대오일뱅크㈜ 직영 도곡셀프주유소,현대오일뱅크,서울특별시 강남구  남부순환로 2718 (도곡동),02-529-5101,셀프,
A0010269,서울 강남구,제이에이치에너지 개나리주유소,GS칼텍스,서울 강남구 언주로 423 (역삼동),02-564-0187,일반,
A0001171,서울 강남구,갤러리아주유소,SK에너지,서울 강남구 압구정로 426 (청담동),02-540-4965,일반,
A0010232,서울 강남구,명품주유소,S-OIL,서울 강남구 도곡로 249 (역삼동),02-501-1256,일반,
A0010235,서울 강남구,sk네트웍스(주)매봉주유소,SK에너지,서울특별시 강남구  언주로 307 (역삼동) 매봉주유소,02-556-5510,셀프,
A0006039,서울 강남구,(주)동하힐탑셀프주유소,SK에너지,서울 강남구 논현로 640 (논현동),02-544-4075,셀프,
A0009733,서울 강남구,주식회사 논현에너지,GS칼텍스,서울 강남구 학동로 229 (논현동),02-3443-9545,일반,
A0009724,서울 강남구,현대오일뱅크(주)직영 한양주유소,현대오일뱅크,서울 강남구 압구정로 302 (신사동),02-3444-0804,일반,
A0010207,서울 강남구,SK서광주유소,SK에너지,서울 강남구 역삼로 142 (역삼동),02-562-4855,셀프,
A0009707,서울 강남구,뉴서울(강남),SK에너지,서울 강남구 언주로 716 (논현동),02-518-5631,일반,
A0009974,서울 강남구,지에스타워주유소,GS칼텍스,서울특별시 강남구  논현로 516 (역삼동),02-539-5145,일반,
A0010206,서울 강남구,SK서광그린주유소,SK에너지,서울특별시 강남구 봉은사로 222(역삼동),02-566-4855,일반,
A0009061,서울 강남구,(주)한진 도곡주유소,S-OIL,서울특별시 강남구  도곡로 162 (도곡동),02-2058-3024,일반,
A0010205,서울 강남구,역삼주유소,GS칼텍스,서울 강남구 논현로 426,02-548-5145,일반,
A0009716,서울 강남구,일진실업(주)스포월드주유소,GS칼텍스,서울 강남구 언주로 559 (역삼동),02-508-7021,일반,
A0009835,서울 강남구,선우상사,SK에너지,서울 강남구 남부순환로 2651 (도곡동),02-3462-5100,일반,
A0010267,서울 강남구,아이디에스에너지(주)한남주유소,SK에너지,서울특별시 강남구  역삼로 205 (역삼동),02-557-5189,일반,
A0001219,서울 강남구,세곡셀프주유소,SK에너지,서울 강남구 헌릉로 731 (세곡동),02-445-6870,셀프,
A0009838,서울 강남구,(주)정원이디에쓰 산성주유소,GS칼텍스,서울 강남구 헌릉로 730 (세곡동),02-2226-4963,셀프,
A0009828,서울 강남구,방죽주유소,S-OIL,서울특별시 강남구 밤고개로 215 (율현동),02-459-3434,셀프,
A0009829,서울 강남구,자곡셀프주유소,SK에너지,서울특별시 강남구  밤고개로 120 (자곡동),02-445-5841,셀프,
A0001213,서울 강남구,주)중앙에너비스 수서지점,SK에너지,서울특별시 강남구  광평로 202 (수서동),070-8707-4582,셀프,
A0010177,서울 강남구,대청주유소,SK에너지,서울 강남구 개포로 654 (일원동),02-445-5500,일반,
A0009837,서울 강남구,일원주유소,S-OIL,서울 강남구 양재대로55길 3 (일원동),02-2226-5188,셀프,
A0001202,서울 강남구,학여울주유소,GS칼텍스,서울 강남구 남부순환로 3170 (대치동),02-3411-3271,일반,
A0009743,서울 강동구,광성주유소,SK에너지,서울 강동구 올림픽로 673 (천호동),02-470-5133,일반,
A0009812,서울 강동구,SK네트웍스㈜암사주유소(self),SK에너지,서울 강동구 올림픽로 749 (암사동),02-3427-2043,셀프,
A0010188,서울 강동구,(주)퍼스트오일 코알라주유소,S-OIL,서울특별시 강동구  올림픽로 556 (성내동),02-484-1162,셀프,
A0009805,서울 강동구,(주)소모에너지엔테크놀러지성내주유소,GS칼텍스,서울 강동구 올림픽로 578 (성내동),02-479-3838,셀프,
A0009825,서울 강동구,천동주유소,현대오일뱅크,서울특별시 강동구  천호대로 987 (천호동),02-473-1556,일반,
A0009823,서울 강동구,SK네트윅스(주)한미주유소,SK에너지,서울 강동구 성내로 32 (성내동),02-473-1981,일반,
A0009811,서울 강동구,명일주유소,SK에너지,서울 강동구 고덕로 168 (명일동),02-3428-1739,셀프,
A0009813,서울 강동구,SK네트윅스(주)길동주유소,SK에너지,서울 강동구 천호대로 1221 (길동),02-488-3491,셀프,
A0009793,서울 강동구,구천면주유소,현대오일뱅크,서울 강동구 구천면로 357 (암사동),02-441-0536,일반,
A0009799,서울 강동구,강동주유소,SK에너지,서울 강동구 양재대로 1509 (길동),02-477-5101,일반,
A0009804,서울 강동구,대성석유(주)직영길동주유소,GS칼텍스,서울 강동구 천호대로 1168 (둔촌동),02-474-7222,일반,
A0000660,서울 강동구,CJ대한통운(주)직영 천호점주유소,현대오일뱅크,서울 강동구 천중로 67 (천호동),02-473-5189,일반,
A0009807,서울 강동구,(주)삼표에너지 고덕주유소,GS칼텍스,서울 강동구 고덕로 39 (암사동),02-441-3327,일반,
A0009827,서울 강동구,오렌지주유소,SK에너지,서울 강동구 성안로 102 (성내동),02-484-6165,일반,
A0001839,서울 강동구,GS칼텍스㈜직영 신월주유소,GS칼텍스,서울 강동구 양재대로 1323 (성내동),02-475-2600,일반,
A0009824,서울 강동구,명진석유(주)동서울지점,GS칼텍스,서울시 강동구 천호대로1456,02-427-5230,셀프,
A0005701,서울 강동구,sk해뜨는주유소,SK에너지,서울특별시 강동구  상일로 132 (강일동),02-442-7801,셀프,
A0009814,서울 강동구,고속셀프주유소,SK에너지,서울특별시 강동구  천호대로 1246 (둔촌동),02-487-2030,셀프,
A0009745,서울 강동구,방아다리주유소,SK에너지,서울 강동구 동남로 811 (명일동),02-442-5145,셀프,
A0009826,서울 강동구,명일동시티주유소,SK에너지,서울 강동구 동남로 889 (명일동),02-426-6388,셀프,
A0000498,서울 강서구,참솔에너지,S-OIL,서울 강서구 벌말로 281 (오곡동),070-8844-8282,셀프,
A0032866,서울 강서구,강서오곡셀프주유소,SK에너지,서울특별시 강서구 벌말로 254 (오곡동),032-671-5186,셀프,
A0000539,서울 강서구,동양석유주식회사,GS칼텍스,서울 강서구 양천로 715 (염창동),02-3663-8550,일반,
A0000161,서울 강서구,염창동주유소,SK에너지,서울 강서구 양천로 720 (염창동),02-3664-4134,일반,
A0000546,서울 강서구,현대오일뱅크양화교주유소,현대오일뱅크,서울 강서구 공항대로 653 (염창동),02-3665-2004,일반,
A0000553,서울 강서구,동방주유소,SK에너지,서울 강서구 등촌로 65 (등촌동),02-2643-9810,일반,
A0000474,서울 강서구,강서열린점,GS칼텍스,서울 강서구 등촌로 213 (등촌동),02-2647-9091,일반,
A0000504,서울 강서구,진일주유소,SK에너지,서울 강서구 공항대로 533 (염창동),02-3664-0547,셀프,
A0000495,서울 강서구,경인고속주유소,GS칼텍스,서울 강서구 국회대로 225,02-2608-5151,셀프,
A0000501,서울 강서구,현대오일뱅크 등촌주유소,현대오일뱅크,서울특별시 강서구 등촌로 189번길,02-2647-5700,일반,
A0000582,서울 강서구,목화주유소,SK에너지,서울특별시 강서구  국회대로 251 (화곡동),02-2654-4564,셀프,
A0000534,서울 강서구,코리나(주)청룡주유소,SK에너지,서울 강서구 양천로 576 (등촌동),02-36611575,일반,
A0000482,서울 강서구,박물관주유소,GS칼텍스,서울 강서구 양천로53길 97 (가양동),02-3665-5189,일반,
A0000520,서울 강서구,하이웨이주유소,S-OIL,서울 강서구 공항대로 432 (화곡동),02-2605-4000,일반,
A0004657,서울 강서구,뉴신정주유소,알뜰주유소,서울 강서구 곰달래로 207,02-2065-8832,일반,
A0000502,서울 강서구,강서명품주유소,S-OIL,서울 강서구 양천로 400 (가양동),02-3662-5010,셀프,
A0000547,서울 강서구,현대오일뱅크(주)가양주유소,현대오일뱅크,서울특별시 강서구  양천로 391 (가양동),02-3661-9470,일반,
A0000549,서울 강서구,해바라기,SK에너지,서울 강서구 화곡로 273 (화곡동),02-2695-4544,셀프,
A0000566,서울 강서구,(주)발산주유소,현대오일뱅크,서울 강서구 강서로 291 (내발산동),02-2665-7277,일반,
A0000530,서울 강서구,우장산주유소,SK에너지,서울특별시 강서구  강서로 292 (내발산동),02-3664-7163,일반,
A0000508,서울 강서구,세원1주유소,SK에너지,서울 강서구 양천로 311,02-3663-5151,셀프,
A0000526,서울 강서구,화곡현대주유소,SK에너지,서울 강서구 강서로 151 (화곡동),02-2607-1942,일반,
A0000519,서울 강서구,화곡역주유소,SK에너지,서울특별시 강서구  강서로 154 (화곡동),02-2691-5151,일반,
A0000468,서울 강서구,대성주유소,GS칼텍스,서울 강서구 강서로 472 (등촌동),02-3661-6102,일반,
A0000550,서울 강서구,가양주유소,SK에너지,서울 강서구 강서로 498 (가양동),02-3664-6051,일반,
A0000500,서울 강서구,신화곡주유소,S-OIL,서울특별시 강서구  국회대로 71 (화곡동),02-2611-3161,일반,
A0000544,서울 강서구,대성석유(주)직영관문주유소,GS칼텍스,서울특별시 강서구  공항대로 314 (내발산동),02-3665-2051,일반,
A0006931,서울 강서구,KH에너지(주)직영 수명산주유소,SK에너지,서울특별시 강서구  남부순환로 195 (내발산동),02-2661-3355,일반,
A0000480,서울 강서구,개화주유소,SK에너지,서울특별시 강서구  양천로 57 (방화동),02-2661-5555,셀프,
A0000491,서울 강서구,방화주유소,SK에너지,서울 강서구 방화동로 58-2 (방화동),02-2662-0503,일반,
A0009060,서울 강서구,㈜한진 김포공항주유소,S-OIL,서울특별시 강서구 하늘길 259(외발산동),02-2662-0422,셀프,
A0000565,서울 강서구,대림에너지(주)덕양제6주유소,현대오일뱅크,서울특별시 강서구  개화동로 422 (개화동),02-2064-9256,셀프,
A0000560,서울 강서구,스카이주유소,S-OIL,서울 강서구 개화동로 457 (방화동),02-2663-5146,일반,
A0000558,서울 강서구,SK네트웍스에어포트주유소,SK에너지,서울특별시 강서구 개화동로 519,02-2664-1900,일반,
A0000567,서울 강서구,유턴주유소,알뜰주유소,서울특별시 강서구  남부순환로57길,02-2665-5047,일반,
A0000826,서울 구로구,(주)유티에너지직영유티에너지,알뜰주유소,서울특별시 구로구  시흥대로 539 (구로동),02-866-9553,일반,
A0000648,서울 구로구,씨제이대한통운(주) 신구로주유소,현대오일뱅크,서울 구로구 가마산로 293,02-869-0051,일반,
A0000350,서울 구로구,동아주유소,S-OIL,서울특별시 구로구  도림로 91 (구로동),02-855-1282,일반,
A0000844,서울 구로구, 현대오일뱅크㈜ 직영 구로셀프주유소,현대오일뱅크,서울특별시 구로구  시흥대로 531 (구로동),02-856-1135,셀프,
A0000791,서울 구로구,(주)유공 구인주유소,SK에너지,서울특별시 구로구 경인로 558  (구로동),02-2677-5010,일반,
A0000827,서울 구로구,신성주유소,SK에너지,서울특별시 구로구  구로동로 187 (구로동),02-866-5189,셀프,
A0000792,서울 구로구,구로주유소,GS칼텍스,서울특별시 구로구  구로동로 137 (구로동),02-587-1251,일반,
A0000830,서울 구로구,영진주유소,S-OIL,서울특별시 구로구  구로동로 20 (가리봉동),02-861-6625,일반,
A0000850,서울 구로구,대성산업(주)디큐브주유소,GS칼텍스,서울 구로구 경인로 650 (신도림동),02-2633-7188,일반,
A0000849,서울 구로구,(주)한미석유구로그린주유소,GS칼텍스,서울 구로구 구로중앙로 76 (구로동),02-861-5189,셀프,
A0000833,서울 구로구,SK구로주유소,SK에너지,서울 구로구 구일로 94 (구로동),02-868-5758,일반,
A0000780,서울 구로구,정은주유소,현대오일뱅크,서울 구로구 경인로 407 (고척동),02-2611-5184,일반,
A0000812,서울 구로구,구로시몬주유소,S-OIL,서울 구로구 경인로 290 (개봉동),02-2616-5189,일반,
A0006667,서울 구로구,(주)근린공원주유소,S-OIL,서울 구로구 고척로 199 (고척동),02-2614-0877,일반,
A0000855,서울 구로구,(주)새서울석유대원셀프주유소,SK에너지,서울 구로구 개봉로7,02-2612-3880,셀프,
A0032712,서울 구로구, 현대오일뱅크㈜ 직영 개봉셀프주유소,현대오일뱅크,서울특별시 구로구  고척로 115 (개봉동),02-2618-5145,셀프,
A0000818,서울 구로구,동선주유소,GS칼텍스,서울 구로구 경인로 150 (오류동),02-2683-1126,일반,
A0000846,서울 구로구,신오류,SK에너지,서울 구로구 경인로 161 (오류동),02-2687-4186,일반,
A0000847,서울 구로구,태경주유소(SELF),SK에너지,서울 구로구 경인로 175 (오류동),02-2618-5410,셀프,
A0000854,서울 구로구,처음처럼주유소,S-OIL,서울 구로구 오리로 1299,02-2611-5051,일반,
A0007347,서울 구로구,대복주유소,자가상표,서울특별시 구로구 경인로 75,02-2612-6987,일반,
A0032710,서울 구로구,삼한주유소,S-OIL,서울특별시 구로구  부일로 871,02-2618-3929,일반,
